,fulfilment,shipment_service_level,category,size,amount,shipping_state,rejected,region
111213,0,0,7,7,0.0,1,1,4
111215,1,1,4,10,999.0,20,0,5
111219,1,1,7,5,318.0,8,0,0
111221,1,1,4,0,631.0,34,0,3
111223,1,1,4,10,999.0,34,1,3
111227,1,1,7,5,278.1,3,1,2
111232,0,0,7,7,540.0,30,1,4
111233,0,0,7,7,729.0,30,1,4
111246,0,0,5,9,545.0,1,1,4
111251,1,1,4,10,1068.0,4,0,1
111252,1,1,4,9,680.0,20,0,5
111253,0,0,7,5,432.0,31,1,4
111254,1,1,7,5,387.0,15,0,4
111255,1,1,7,5,292.0,15,0,4
111257,1,1,7,10,435.0,16,0,4
111259,0,0,6,10,735.0,19,1,0
111262,1,1,6,6,948.0,16,0,4
111264,1,1,4,5,702.0,33,0,3
111273,1,1,4,8,1094.0,15,0,4
111274,1,1,4,6,760.95,1,1,4
111275,1,1,6,7,421.9,1,1,4
111278,0,0,7,6,468.0,27,1,3
111279,1,1,4,6,668.57,35,1,1
111281,0,0,7,8,380.0,30,1,4
111283,0,0,7,6,0.0,30,1,4
111290,1,1,4,6,1094.0,30,0,4
111292,1,1,4,0,633.0,30,0,4
111293,1,1,7,5,0.0,35,1,1
111302,0,0,5,9,545.0,8,1,0
111303,1,1,4,5,1038.39,33,1,3
111308,1,1,1,0,301.0,15,0,4
111309,0,0,4,10,0.0,15,1,4
111312,1,1,7,10,387.0,35,0,1
111313,1,1,7,10,399.0,35,0,1
111316,0,0,7,6,735.0,30,1,4
111321,0,0,4,8,416.0,15,1,4
111326,1,1,4,5,809.52,33,1,3
111327,1,1,7,0,754.0,33,0,3
111331,1,1,4,5,633.0,8,0,0
111334,1,1,6,10,735.0,35,0,1
111335,1,1,7,5,487.0,31,0,4
111338,1,1,1,8,301.0,27,0,3
111343,0,0,4,6,0.0,33,1,3
111347,1,1,7,8,292.0,31,0,4
111348,1,1,7,5,486.0,31,0,4
111350,1,1,4,0,0.0,12,1,3
111352,0,0,7,10,432.0,35,1,1
111362,0,0,4,8,0.0,20,1,5
111363,1,1,7,5,292.0,31,0,4
111368,1,1,4,7,1050.0,10,1,5
111370,1,1,4,10,852.0,20,0,5
111371,1,1,6,7,792.0,20,0,5
111373,1,1,7,9,333.0,15,0,4
111378,0,0,6,6,0.0,33,1,3
111379,1,1,6,0,0.0,20,0,5
111383,1,1,4,5,569.0,15,0,4
111386,0,0,7,6,0.0,35,1,1
111388,1,1,6,0,725.0,15,0,4
111389,0,0,7,5,0.0,31,1,4
111392,0,0,7,6,0.0,31,1,4
111394,0,0,7,10,0.0,20,1,5
111402,1,1,7,8,292.0,31,1,4
111412,1,1,6,10,700.0,35,1,1
111416,1,1,7,5,435.0,31,0,4
111421,1,1,7,5,309.52,8,1,0
111422,0,0,7,10,735.0,31,1,4
111423,0,0,4,5,0.0,25,1,1
111424,1,1,7,6,353.0,19,0,0
111430,0,0,7,5,399.0,20,1,5
111431,1,1,5,5,660.0,3,1,2
111434,1,1,5,0,346.0,33,0,3
111435,1,1,7,1,1099.0,30,0,4
111446,1,1,4,0,599.0,25,0,1
111447,1,1,7,0,380.0,20,0,5
111452,1,1,6,8,948.0,15,0,4
111453,1,1,4,0,613.0,33,0,3
111455,1,1,4,5,899.0,1,0,4
111457,1,1,7,5,278.1,15,1,4
111461,0,0,7,10,0.0,26,1,4
111464,1,1,7,7,0.0,1,1,4
111465,1,1,7,9,0.0,15,1,4
111466,0,0,4,9,0.0,15,1,4
111467,0,0,7,9,0.0,15,1,4
111469,1,1,7,5,487.0,35,0,1
111470,0,0,7,9,0.0,19,1,0
111471,0,0,7,10,0.0,26,1,4
111473,1,1,6,0,595.24,33,1,3
111476,1,1,7,6,0.0,19,1,0
111480,0,0,7,8,0.0,26,1,4
111486,1,1,7,6,301.0,1,0,4
111489,1,1,4,6,635.0,35,0,1
111502,1,1,4,6,635.0,35,0,1
111503,1,1,6,10,735.0,30,0,4
111506,1,1,7,8,292.0,16,0,4
111508,0,0,7,3,836.0,16,1,4
111509,1,1,4,6,478.0,8,0,0
111514,1,1,4,7,799.0,16,0,4
111527,0,0,7,10,387.0,31,1,4
111538,1,1,7,6,353.0,1,1,4
111539,1,1,7,7,459.0,1,0,4
111542,1,1,5,0,377.0,3,0,2
111546,1,1,7,10,292.0,20,0,5
111550,1,1,4,8,799.0,24,0,2
111555,1,1,6,6,899.0,33,0,3
111557,1,1,6,0,625.0,20,0,5
111571,1,1,7,7,0.0,10,1,5
111572,1,1,7,0,496.0,15,0,4
111576,1,1,4,9,666.0,30,0,4
111582,1,1,7,8,459.0,16,0,4
111583,0,0,4,7,0.0,12,1,3
111589,1,1,7,8,476.0,1,0,4
111592,1,1,7,0,736.0,35,0,1
111597,1,1,4,8,799.0,15,0,4
111603,1,1,6,7,771.0,30,0,4
111604,0,0,5,10,599.0,30,1,4
111607,0,0,7,6,0.0,16,1,4
111608,0,0,7,7,0.0,20,1,5
111609,0,0,7,6,0.0,20,1,5
111610,0,0,7,7,0.0,20,1,5
111611,0,0,7,7,0.0,20,1,5
111620,1,1,4,7,792.0,20,0,5
111621,0,0,7,10,0.0,13,1,3
111625,1,1,5,0,488.57,19,1,0
111628,1,1,7,0,387.0,20,0,5
111631,1,1,4,0,569.0,30,0,4
111634,1,1,4,5,852.0,19,0,0
111639,1,1,7,6,357.0,15,1,4
111644,1,1,7,6,353.0,30,0,4
111647,1,1,5,7,518.0,35,0,1
111650,1,1,6,9,700.0,5,1,3
111652,1,1,3,4,701.9,35,1,1
111655,1,1,7,0,387.0,15,0,4
111659,0,0,7,0,0.0,19,1,0
111664,1,1,7,0,696.0,27,0,3
111665,1,1,7,7,301.0,8,0,0
111666,1,1,7,7,387.0,8,0,0
111667,1,1,7,9,387.0,8,0,0
111668,1,1,6,0,771.0,10,0,5
111671,0,0,7,6,0.0,15,1,4
111672,0,0,7,6,0.0,15,1,4
111673,0,0,6,0,0.0,20,1,5
111678,1,1,4,8,435.24,31,1,4
111681,1,1,7,10,771.0,30,0,4
111688,0,0,7,8,435.0,20,1,5
111693,1,1,4,9,999.0,16,0,4
111698,1,1,6,9,771.0,16,0,4
111699,0,0,7,0,0.0,31,1,4
111705,1,1,7,5,458.0,20,0,5
111711,0,0,4,5,565.0,20,1,5
111713,1,1,6,9,0.0,16,1,4
111716,1,1,7,6,458.0,10,0,5
111719,0,0,6,0,0.0,33,1,3
111722,1,1,4,8,788.0,8,0,0
111725,1,1,4,5,702.0,20,0,5
111727,0,0,7,6,606.0,8,1,0
111728,1,1,4,8,595.0,27,0,3
111730,1,1,4,7,999.0,31,0,4
111735,1,1,7,10,0.0,30,0,4
111742,1,1,4,6,702.0,15,0,4
111744,0,0,7,10,458.0,20,1,5
111745,0,0,7,8,468.0,20,1,5
111746,0,0,7,5,458.0,20,1,5
111747,0,0,7,6,458.0,20,1,5
111748,0,0,7,7,487.0,20,1,5
111749,0,0,7,10,0.0,16,1,4
111751,0,0,6,8,1091.0,20,1,5
111755,1,1,7,5,449.0,16,0,4
111757,1,1,7,10,491.0,20,0,5
111759,0,0,4,6,0.0,11,1,3
111760,1,1,6,9,735.0,31,0,4
111767,1,1,7,9,292.0,20,0,5
111770,1,1,4,8,560.0,20,0,5
111771,1,1,4,8,521.0,20,0,5
111774,1,1,4,8,0.0,31,1,4
111783,1,1,7,6,541.9,15,1,4
111791,1,1,6,5,735.0,20,0,5
111792,1,1,7,10,278.1,13,1,3
111794,0,0,7,5,471.0,6,1,1
111801,1,1,7,0,709.0,20,1,5
111802,1,1,7,0,688.0,20,1,5
111817,0,0,7,6,0.0,35,1,1
111818,1,1,7,0,475.0,20,0,5
111823,1,1,6,9,0.0,20,0,5
111826,0,0,7,6,484.0,20,1,5
111831,1,1,7,0,599.0,35,0,1
111832,1,1,7,0,324.0,35,0,1
111833,0,0,6,0,735.0,20,1,5
111835,0,0,7,10,0.0,9,1,4
111840,1,1,4,7,498.1,33,1,3
111844,1,1,4,6,764.0,20,0,5
111846,1,1,7,0,735.0,30,0,4
111847,1,1,6,5,690.0,30,0,4
111849,1,1,7,5,545.0,15,1,4
111853,0,0,4,5,666.0,15,1,4
111857,1,1,7,5,461.0,5,0,3
111858,1,1,7,8,292.0,8,0,0
111861,0,0,4,7,1125.0,31,1,4
111867,1,1,6,9,735.0,15,1,4
111873,0,0,7,8,754.0,25,1,1
111874,0,0,7,10,665.0,25,1,1
111875,0,0,7,10,787.0,25,1,1
111877,0,0,7,6,0.0,15,1,4
111879,1,1,7,5,348.0,33,0,3
111881,1,1,7,2,764.0,16,0,4
111885,0,0,4,9,626.0,15,1,4
111886,1,1,7,9,286.67,15,1,4
111887,1,1,6,5,735.0,1,0,4
111891,1,1,6,0,725.0,10,0,5
111894,1,1,6,5,735.0,27,0,3
111895,1,1,4,7,0.0,33,1,3
111910,1,1,4,7,763.0,16,0,4
111911,1,1,7,0,353.0,11,0,3
111913,1,1,7,0,376.0,31,0,4
111914,1,1,4,7,537.0,10,0,5
111916,1,1,6,8,735.0,19,0,0
111919,1,1,7,7,387.0,30,0,4
111920,1,1,6,5,735.0,16,0,4
111922,1,1,6,5,735.0,20,0,5
111923,0,0,7,6,0.0,20,1,5
111925,1,1,4,7,0.0,16,1,4
111927,1,1,6,0,614.0,31,0,4
111930,1,1,0,6,493.0,35,0,1
111931,1,1,6,7,735.0,15,0,4
111935,1,1,4,6,632.38,19,1,0
111937,1,1,4,6,664.0,33,0,3
111942,1,1,6,7,859.0,33,0,3
111943,1,1,7,8,399.0,33,0,3
111945,1,1,7,6,353.0,1,0,4
111947,0,0,6,6,0.0,28,1,5
111948,0,0,6,6,0.0,28,1,5
111949,1,1,7,10,735.0,30,0,4
111951,1,1,4,6,999.0,20,0,5
111952,1,1,7,0,487.0,16,0,4
111953,1,1,6,8,700.0,11,1,3
111956,1,1,5,8,693.0,8,0,0
111962,1,1,6,5,625.0,20,0,5
111967,1,1,4,9,573.0,33,0,3
111971,0,0,7,10,0.0,16,1,4
111972,0,0,7,10,0.0,16,1,4
111973,0,0,7,10,0.0,16,1,4
111974,1,1,4,6,702.0,30,0,4
111975,0,0,4,0,0.0,30,1,4
111981,1,1,6,5,725.0,16,0,4
111984,1,1,6,6,735.0,15,0,4
111985,1,1,4,10,999.0,30,0,4
111987,1,1,7,5,435.0,19,0,0
111988,1,1,7,8,399.0,15,0,4
111992,1,1,6,5,725.0,4,0,1
111993,1,1,6,5,735.0,4,0,1
111997,1,1,4,7,852.0,33,1,3
111998,1,1,4,9,0.0,33,1,3
111999,1,1,6,5,735.0,11,0,3
112000,0,0,7,0,0.0,33,1,3
112006,1,1,7,5,735.0,20,0,5
112007,1,1,6,10,0.0,30,0,4
112008,0,0,4,10,0.0,20,1,5
112009,0,0,4,10,0.0,20,1,5
112015,1,1,4,5,569.0,1,0,4
112016,0,0,7,8,625.0,15,1,4
112019,1,1,7,7,301.0,33,0,3
112024,1,1,6,7,735.0,4,0,1
112025,1,1,7,5,475.0,19,0,0
112026,1,1,6,0,771.0,20,0,5
112027,1,1,4,0,882.0,16,0,4
112031,1,1,4,6,599.0,19,0,0
112032,1,1,4,6,591.0,19,0,0
112034,1,1,6,8,735.0,26,0,4
112035,1,1,7,8,325.0,20,0,5
112036,1,1,4,8,799.0,20,0,5
112037,0,0,7,7,0.0,11,1,3
112039,1,1,6,5,735.0,22,0,2
112042,1,1,7,10,0.0,12,0,3
112046,1,1,7,10,349.0,31,0,4
112055,1,1,7,8,399.0,27,1,3
112058,1,1,4,5,599.0,13,0,3
112063,1,1,6,5,735.0,20,1,5
112064,1,1,4,10,569.0,33,0,3
112065,1,1,5,10,423.0,20,0,5
112069,1,1,4,5,999.0,31,0,4
112078,1,1,4,8,874.0,15,0,4
112079,0,0,6,9,0.0,35,1,1
112080,0,0,2,0,0.0,15,1,4
112082,0,0,4,7,0.0,16,1,4
112083,1,1,5,10,758.0,16,0,4
112085,0,0,7,1,798.0,35,1,1
112086,1,1,5,7,388.0,15,0,4
112087,1,1,4,7,790.0,20,0,5
112091,1,1,4,8,464.0,8,0,0
112100,1,1,4,5,775.0,15,0,4
112101,1,1,6,0,625.0,8,0,0
112102,1,1,6,7,735.0,1,0,4
112103,1,1,4,6,573.0,35,0,1
112106,1,1,4,8,569.0,15,0,4
112113,1,1,7,10,325.0,30,0,4
112114,1,1,7,8,399.0,15,0,4
112117,1,1,6,8,735.0,20,0,5
112119,1,1,7,6,544.0,1,0,4
112121,1,1,7,9,353.0,31,0,4
112126,1,1,4,6,799.0,10,0,5
112127,1,1,4,5,764.0,30,0,4
112128,1,1,6,5,725.0,15,1,4
112130,1,1,6,5,735.0,30,0,4
112131,0,0,7,0,0.0,31,1,4
112138,1,1,5,0,490.0,20,0,5
112139,0,0,7,10,301.0,31,1,4
112142,0,0,7,8,487.0,15,1,4
112148,1,1,6,6,735.0,31,0,4
112149,1,1,4,5,736.0,20,0,5
112155,1,1,5,6,443.0,15,0,4
112165,0,0,4,9,0.0,20,1,5
112167,0,0,4,6,0.0,8,1,0
112168,0,0,7,7,0.0,35,1,1
112169,1,1,4,8,569.0,16,0,4
112171,1,1,4,6,999.0,15,0,4
112175,0,0,7,6,0.0,33,1,3
112176,0,0,7,6,0.0,33,1,3
112177,0,0,7,6,0.0,33,1,3
112178,0,0,4,6,0.0,33,1,3
112195,1,1,4,7,0.0,33,1,3
112198,1,1,7,6,380.0,15,0,4
112199,1,1,6,6,735.0,10,0,5
112201,0,0,7,8,0.0,20,1,5
112202,0,0,4,6,0.0,8,1,0
112203,1,1,4,6,496.19,33,1,3
112206,0,0,7,7,301.0,27,1,3
112207,1,1,4,6,599.0,20,0,5
112209,1,1,7,8,475.0,11,0,3
112214,1,1,7,8,399.0,31,0,4
112216,1,1,4,5,664.0,34,0,3
112218,1,1,4,7,999.0,28,0,5
112219,1,1,7,10,292.0,25,0,1
112221,1,1,4,6,666.0,30,0,4
112224,1,1,4,10,0.0,19,1,0
112230,1,1,4,6,727.62,20,1,5
112232,1,1,7,10,387.0,31,0,4
112246,1,1,4,10,824.0,30,0,4
112247,1,1,4,10,999.0,30,0,4
112248,1,1,6,5,735.0,35,1,1
112252,1,1,6,5,735.0,6,0,1
112253,1,1,4,10,0.0,19,1,0
112254,0,0,6,0,690.0,20,1,5
112255,1,1,7,0,422.0,20,0,5
112257,1,1,7,5,358.1,1,1,4
112269,1,1,7,9,345.0,15,0,4
112272,1,1,6,5,0.0,31,1,4
112273,1,1,7,6,626.0,15,0,4
112274,1,1,6,5,735.0,20,0,5
112277,0,0,7,6,0.0,1,1,4
112278,1,1,6,8,735.0,20,0,5
112279,1,1,6,5,735.0,20,0,5
112281,1,1,4,10,0.0,19,1,0
112285,1,1,6,5,735.0,32,1,2
112295,0,0,5,0,301.0,27,1,3
112297,1,1,4,6,632.38,8,1,0
112302,1,1,7,8,399.0,15,0,4
112305,1,1,4,10,633.0,6,0,1
112307,1,1,5,6,443.0,15,0,4
112317,1,1,7,6,435.0,25,0,1
112320,1,1,5,5,321.0,15,0,4
112323,1,1,4,10,0.0,19,1,0
112324,1,1,6,5,735.0,20,0,5
112326,1,1,4,10,499.0,33,0,3
112327,0,0,7,6,0.0,16,1,4
112328,0,0,5,7,663.0,20,1,5
112331,0,0,7,8,459.0,20,1,5
112332,1,1,7,8,467.62,20,1,5
112333,1,1,7,8,286.67,20,1,5
112334,0,0,7,8,399.0,20,1,5
112335,1,1,4,10,951.43,25,1,1
112340,1,1,6,8,735.0,19,0,0
112341,1,1,6,5,735.0,19,0,0
112342,0,0,4,0,0.0,15,1,4
112348,1,1,7,10,436.0,15,0,4
112351,1,1,4,6,845.0,33,0,3
112359,1,1,6,8,735.0,20,0,5
112360,1,1,4,6,799.0,20,0,5
112361,0,0,7,8,432.0,35,1,1
112362,0,0,7,10,432.0,35,1,1
112363,0,0,7,10,376.0,35,1,1
112364,1,1,7,10,437.14,35,1,1
112368,0,0,6,6,0.0,31,1,4
112369,1,1,6,5,1039.05,31,1,4
112372,1,1,7,10,380.0,8,1,0
112373,1,1,4,8,0.0,4,1,1
112377,1,1,6,8,735.0,16,0,4
112378,1,1,6,8,735.0,16,0,4
112379,1,1,7,8,380.0,33,1,3
112383,1,1,6,8,735.0,31,0,4
112384,1,1,4,6,771.0,12,0,3
112393,1,1,4,7,1075.0,19,0,0
112396,1,1,4,10,668.57,20,1,5
112401,1,1,6,0,725.0,25,1,1
112403,1,1,6,8,725.0,31,0,4
112405,1,1,6,0,885.0,31,1,4
112409,1,1,7,7,496.0,15,1,4
112419,0,0,4,5,0.0,15,1,4
112420,1,1,4,5,0.0,15,1,4
112421,0,0,1,5,301.0,15,1,4
112422,1,1,4,10,0.0,19,1,0
112423,1,1,7,5,635.0,15,0,4
112431,1,1,5,6,693.0,11,0,3
112436,1,1,4,0,599.0,20,0,5
112437,1,1,6,10,0.0,16,1,4
112449,1,1,7,9,349.0,34,0,3
112456,1,1,6,7,735.0,15,0,4
112465,1,1,7,8,468.0,8,0,0
112468,1,1,6,5,725.0,15,0,4
112469,1,1,4,6,599.0,15,0,4
112477,0,0,7,6,0.0,8,1,0
112478,1,1,4,7,799.0,15,0,4
112480,1,1,6,5,735.0,10,0,5
112482,1,1,7,9,357.0,33,0,3
112487,1,1,6,5,735.0,20,0,5
112489,1,1,7,6,345.0,8,0,0
112494,0,0,7,5,0.0,30,1,4
112497,1,1,4,9,799.0,20,0,5
112498,1,1,6,8,735.0,4,0,1
112500,1,1,7,6,457.0,3,0,2
112503,0,0,7,6,0.0,8,1,0
112505,1,1,7,5,729.0,35,0,1
112509,1,1,6,10,625.0,20,0,5
112511,1,1,4,6,999.0,15,0,4
112516,0,0,4,8,736.0,16,1,4
112518,0,0,6,0,581.0,31,1,4
112521,0,0,4,6,702.0,35,1,1
112532,1,1,4,7,799.0,33,0,3
112533,1,1,6,0,735.0,25,0,1
112535,1,1,4,6,664.0,15,0,4
112536,1,1,7,5,496.0,28,0,5
112543,1,1,7,5,387.0,10,0,5
112544,1,1,7,8,399.0,33,1,3
112548,1,1,4,7,764.0,16,0,4
112549,1,1,6,5,735.0,1,0,4
112554,0,0,7,5,0.0,33,1,3
112563,0,0,4,8,0.0,16,1,4
112573,1,1,4,5,664.0,8,0,0
112575,1,1,7,8,725.0,15,0,4
112585,0,0,7,8,0.0,1,1,4
112592,1,1,7,5,735.0,15,0,4
112593,1,1,6,5,735.0,15,0,4
112594,0,0,4,9,0.0,27,1,3
112595,1,1,4,10,764.0,25,0,1
112597,0,0,5,10,0.0,33,1,3
112602,1,1,7,6,345.0,28,0,5
112603,0,0,7,10,458.0,25,1,1
112606,1,1,7,8,599.0,15,0,4
112607,1,1,4,6,635.0,20,0,5
112608,1,1,7,8,0.0,33,1,3
112609,1,1,7,5,349.0,15,0,4
112618,0,0,7,7,0.0,1,1,4
112623,1,1,4,10,0.0,1,0,4
112624,0,0,5,8,693.0,31,1,4
112629,0,0,7,9,422.0,33,1,3
112631,1,1,4,6,804.76,30,1,4
112632,1,1,4,6,455.24,30,1,4
112649,0,0,7,8,0.0,15,1,4
112650,0,0,7,8,376.0,20,1,5
112653,1,1,7,9,292.0,30,0,4
112662,1,1,7,10,387.0,1,0,4
112663,1,1,4,5,0.0,4,0,1
112668,1,1,7,7,449.0,35,0,1
112670,1,1,4,6,799.0,20,0,5
112673,1,1,4,7,1075.0,12,0,3
112676,0,0,7,7,0.0,15,1,4
112677,1,1,6,7,0.0,15,1,4
112679,1,1,7,9,301.0,5,0,3
112682,1,1,4,8,702.0,15,0,4
112683,1,1,7,5,387.0,34,0,3
112700,1,1,7,10,318.0,30,0,4
112703,1,1,4,0,569.0,10,0,5
112705,1,1,4,9,1096.0,19,0,0
112706,1,1,4,5,666.0,13,0,3
112709,1,1,4,5,850.0,33,0,3
112712,1,1,7,5,278.1,3,1,2
112713,0,0,4,7,0.0,30,1,4
112715,1,1,4,8,648.0,33,0,3
112720,1,1,4,6,721.0,1,0,4
112721,1,1,4,6,852.0,1,0,4
112722,1,1,4,6,650.0,1,0,4
112723,1,1,4,6,729.0,1,0,4
112724,1,1,4,6,499.0,1,0,4
112726,1,1,6,10,625.0,10,0,5
112727,1,1,7,10,301.0,33,0,3
112728,0,0,7,5,301.0,28,1,5
112739,1,1,6,5,0.0,31,1,4
112743,1,1,7,5,544.0,15,0,4
112744,1,1,4,6,635.0,35,0,1
112746,1,1,7,10,318.0,1,0,4
112747,0,0,4,7,0.0,30,1,4
112748,0,0,5,8,758.0,20,1,5
112755,1,1,6,5,0.0,30,0,4
112758,0,0,4,0,850.0,31,1,4
112765,1,1,5,0,625.0,11,0,3
112769,1,1,7,5,399.0,15,0,4
112778,1,1,6,6,735.0,30,0,4
112780,1,1,7,8,459.0,12,0,3
112782,0,0,4,7,0.0,11,1,3
112787,0,0,5,7,574.0,2,1,2
112789,1,1,4,10,521.0,15,0,4
112791,0,0,4,7,832.0,12,1,3
112792,1,1,4,6,999.0,35,0,1
112795,1,1,7,6,353.0,6,0,1
112800,0,0,5,10,726.0,35,1,1
112801,1,1,5,8,660.0,35,1,1
112806,0,0,4,7,837.0,15,1,4
112808,0,0,7,6,0.0,20,1,5
112810,0,0,4,7,0.0,15,1,4
112812,1,1,4,5,799.0,21,0,2
112817,1,1,0,8,625.0,19,0,0
112820,1,1,7,5,414.29,30,1,4
112823,1,1,7,0,487.0,30,0,4
112826,1,1,4,5,999.0,30,0,4
112827,1,1,7,6,435.0,28,0,5
112828,1,1,4,8,1025.89,16,1,4
112831,1,1,6,8,735.0,16,0,4
112833,1,1,4,8,1025.89,16,1,4
112839,1,1,6,8,735.0,15,0,4
112840,0,0,6,10,1044.0,15,1,4
112845,1,1,7,5,331.43,30,1,4
112846,1,1,6,0,771.0,15,0,4
112849,1,1,6,0,734.29,15,1,4
112851,1,1,4,6,799.0,20,0,5
112852,1,1,7,6,463.81,35,1,1
112853,0,0,7,6,376.0,20,1,5
112854,1,1,6,6,700.0,31,1,4
112855,1,1,6,6,700.0,31,1,4
112857,0,0,4,6,0.0,33,1,3
112862,1,1,7,8,318.0,15,0,4
112865,0,0,4,6,0.0,33,1,3
112867,0,0,7,9,0.0,20,1,5
112872,1,1,6,8,735.0,35,0,1
112873,1,1,6,8,735.0,35,0,1
112875,1,1,4,6,492.38,35,1,1
112878,0,0,5,5,0.0,35,1,1
112891,1,1,6,8,735.0,35,0,1
112893,1,1,7,6,735.0,35,0,1
112894,1,1,6,6,735.0,31,0,4
112895,1,1,6,6,725.0,31,0,4
112899,1,1,6,8,735.0,20,0,5
112920,1,1,4,7,852.0,15,0,4
112923,0,0,7,10,0.0,30,1,4
112929,1,1,4,5,764.0,16,0,4
112930,1,1,4,9,562.0,20,0,5
112932,0,0,5,9,0.0,25,1,1
112943,1,1,4,8,771.0,4,0,1
112944,1,1,7,6,345.0,15,0,4
112949,1,1,4,8,852.38,15,1,4
112950,0,0,7,8,435.0,16,1,4
112952,0,0,7,8,0.0,20,1,5
112954,0,0,7,7,0.0,1,1,4
112964,0,0,7,7,292.0,16,1,4
112965,0,0,7,7,301.0,16,1,4
112967,1,1,6,7,735.0,20,0,5
112968,0,0,7,8,544.0,8,1,0
112970,1,1,6,6,735.0,30,0,4
112972,0,0,4,9,0.0,15,1,4
112976,1,1,7,0,380.0,8,0,0
112978,1,1,6,6,735.0,21,0,2
112979,0,0,7,7,597.0,15,1,4
112980,1,1,4,5,496.0,20,1,5
112981,0,0,4,10,1075.0,15,1,4
112992,0,0,4,6,0.0,20,1,5
112993,0,0,7,7,318.0,16,1,4
112994,0,0,7,7,301.0,16,1,4
112995,0,0,7,7,292.0,16,1,4
113001,1,1,6,7,792.0,30,1,4
113005,1,1,7,10,432.0,35,0,1
113010,0,0,7,10,335.0,20,1,5
113016,1,1,6,0,725.0,35,0,1
113017,0,0,7,6,301.0,8,1,0
113019,1,1,7,8,486.0,8,0,0
113022,1,1,4,6,599.0,28,0,5
113029,1,1,6,6,700.0,15,1,4
113031,1,1,7,5,468.0,33,0,3
113032,1,1,7,8,457.0,20,0,5
113044,1,1,7,10,318.0,19,0,0
113046,1,1,5,6,693.0,15,0,4
113049,0,0,7,10,318.0,19,1,0
113056,1,1,6,6,1044.0,33,0,3
113057,1,1,4,10,999.0,28,0,5
113062,1,1,6,8,725.0,15,0,4
113063,1,1,4,10,570.48,33,1,3
113064,1,1,7,5,468.0,16,0,4
113068,1,1,4,7,799.0,16,0,4
113070,1,1,4,5,680.0,15,0,4
113073,0,0,7,5,0.0,1,1,4
113079,0,0,6,5,1091.0,31,1,4
113081,0,0,4,10,0.0,31,1,4
113082,0,0,7,9,888.0,31,1,4
113083,1,1,4,7,852.0,31,0,4
113084,1,1,7,6,533.0,19,0,0
113089,1,1,4,6,799.0,16,0,4
113090,1,1,7,8,292.0,31,0,4
113096,0,0,7,10,544.0,20,1,5
113099,1,1,4,7,852.0,15,0,4
113101,1,1,6,10,792.0,16,1,4
113106,1,1,4,6,999.0,13,0,3
113108,1,1,7,10,399.0,1,0,4
113120,1,1,4,5,633.0,20,0,5
113124,1,1,6,7,735.0,22,0,2
113125,1,1,6,10,771.0,15,0,4
113126,1,1,7,8,301.0,4,0,1
113129,1,1,1,10,331.0,31,0,4
113130,1,1,5,8,518.0,20,0,5
113145,1,1,4,6,604.76,19,1,0
113147,1,1,7,7,292.0,30,0,4
113148,1,1,6,8,725.0,15,0,4
113149,0,0,6,0,0.0,31,1,4
113150,1,1,4,5,764.0,20,0,5
113152,1,1,6,5,625.0,20,0,5
113154,0,0,4,8,635.0,23,1,2
113156,0,0,1,10,0.0,31,1,4
113158,1,1,4,8,680.0,4,0,1
113165,1,1,7,8,411.43,25,1,1
113168,1,1,4,6,899.0,28,0,5
113169,1,1,6,7,908.0,4,0,1
113170,1,1,6,7,792.0,16,0,4
113172,0,0,7,10,0.0,20,1,5
113180,1,1,5,6,443.0,31,0,4
113183,1,1,4,9,799.0,33,0,3
113187,0,0,4,10,850.0,19,1,0
113192,1,1,5,7,539.0,30,0,4
113194,0,0,4,7,0.0,5,1,3
113198,0,0,4,7,680.0,20,1,5
113199,0,0,7,6,0.0,25,1,1
113202,1,1,6,10,0.0,27,1,3
113206,1,1,5,10,354.0,4,0,1
113207,1,1,6,8,735.0,28,0,5
113210,0,0,4,7,0.0,34,1,3
113221,1,1,4,8,702.0,0,0,1
113223,1,1,7,5,607.0,1,1,4
113229,1,1,4,6,1018.0,25,0,1
113230,1,1,4,5,500.95,0,1,1
113231,1,1,7,5,463.81,0,1,1
113234,1,1,6,7,735.0,20,0,5
113249,1,1,4,0,569.0,20,0,5
113252,0,0,7,6,292.0,30,1,4
113253,1,1,7,5,735.0,20,0,5
113255,0,0,7,7,0.0,1,1,4
113256,0,0,7,10,345.0,16,1,4
113260,1,1,6,8,899.0,30,0,4
113261,1,1,6,10,700.0,20,1,5
113263,1,1,7,9,292.0,9,0,4
113269,1,1,6,8,725.0,20,0,5
113271,1,1,4,8,457.0,33,0,3
113277,1,1,4,7,0.0,11,1,3
113278,1,1,4,5,999.0,1,0,4
113279,0,0,4,0,0.0,20,1,5
113290,1,1,4,6,771.0,31,0,4
113293,1,1,7,5,486.0,16,0,4
113294,1,1,4,5,702.0,16,0,4
113295,1,1,5,7,330.0,10,0,5
113298,1,1,7,5,0.0,1,0,4
113301,1,1,6,6,735.0,15,0,4
113303,1,1,7,1,925.0,8,0,0
113305,1,1,6,7,771.0,16,0,4
113306,0,0,4,10,835.0,30,1,4
113309,1,1,4,8,788.0,33,0,3
113311,1,1,7,10,318.0,33,0,3
113312,1,1,7,10,348.0,33,0,3
113314,0,0,4,7,0.0,8,1,0
113315,1,1,7,10,411.43,35,1,1
113316,1,1,4,5,1025.89,31,1,4
113330,0,0,7,0,0.0,20,1,5
